uai,effectif_segpa,ips,ecart_type_de_l_ips,ep,ratio_filles_garcons,longueur_nom_etablissement,secteur,effectifs
0610056E,0,93.1,30.4,1,0.8342245989304813,21,1,343
0760173A,0,96.6,33.0,1,0.9627906976744186,16,1,422
0611023F,0,91.6,34.5,1,1.217616580310881,25,1,428
0440314C,57,101.2,37.9,1,0.8409090909090909,19,1,729
0060085K,0,86.5,30.2,1,0.9797979797979798,36,1,588
9710073C,0,89.6,31.7,1,0.8301886792452831,19,1,388
0371248F,0,105.6,32.6,1,0.9914163090128756,21,1,464
0510011K,0,95.6,33.4,1,1.0468227424749164,27,1,612
0594644C,0,92.3,34.1,1,0.8817733990147784,17,1,382
0311319R,79,92.0,32.9,1,0.9850374064837906,21,1,796
0790052C,74,103.3,36.7,1,0.9164086687306502,29,1,619
0692700K,53,95.7,34.1,1,0.9712918660287081,23,1,824
0132496T,0,94.8,31.7,1,1.0585774058577406,22,1,492
0701192R,62,89.1,31.2,1,0.955719557195572,19,1,530
0600032J,0,97.1,29.9,1,0.9,24,1,627
0491859E,62,88.4,32.7,1,0.7331081081081081,19,1,513
0622793Z,48,81.9,29.3,1,0.705685618729097,22,1,510
0280803W,0,99.4,33.7,1,1.0704845814977975,23,1,470
0301721H,0,108.7,31.0,1,0.9866666666666667,30,1,447
0560214D,64,98.6,33.4,1,0.8808664259927798,21,1,521
0870817R,0,103.7,33.8,1,1.127659574468085,22,1,500
0890977D,60,89.3,29.2,1,0.9,23,1,437
0951672B,0,101.1,34.3,1,0.8060344827586207,24,1,419
0900017E,0,85.9,31.0,1,0.9691358024691358,21,1,319
0132326H,0,94.0,31.4,1,1.1153846153846154,20,1,495
0311851U,0,96.2,32.0,1,1.2171717171717171,15,1,439
0170081W,69,93.3,29.6,1,0.8347826086956521,18,1,422
0260029R,0,82.7,29.0,1,0.9364406779661016,23,1,457
0770027L,0,106.0,33.8,1,0.8863636363636364,22,1,581
0370764E,0,93.8,38.0,1,1.2119565217391304,19,1,407
0593486U,0,74.6,24.8,1,1.0838323353293413,21,1,348
0921494Z,0,94.6,35.0,1,0.993006993006993,18,1,570
0560223N,71,101.9,35.2,1,1.0464285714285715,32,1,573
0511214T,48,82.8,29.3,1,0.9400921658986175,23,1,421
0950888Z,45,81.2,30.1,1,0.9816272965879265,20,1,755
0421487N,59,102.7,32.5,1,1.019438444924406,23,1,935
0620051U,46,75.7,27.7,1,1.0731707317073171,17,1,425
0251116C,0,101.0,35.6,1,1.052,26,1,513
0110026U,62,96.5,32.6,1,0.9851632047477745,19,1,669
0752958H,0,93.8,31.1,1,1.051948051948052,18,1,474
0110686L,0,94.8,31.9,1,0.946236559139785,22,1,724
0950887Y,0,88.6,28.9,1,0.9947780678851175,20,1,764
0080897G,0,94.9,31.9,1,1.076086956521739,24,1,382
0951050A,0,87.8,29.5,1,0.8848684210526315,20,1,573
0541288G,0,83.4,26.5,1,0.810126582278481,14,1,429
0693093M,0,92.4,29.9,1,0.8528138528138528,17,1,428
0870023C,0,104.3,35.4,1,0.8785425101214575,17,1,464
0700787A,54,99.0,35.6,1,0.8968253968253969,29,1,717
0060841G,74,88.6,28.7,1,0.9173333333333333,24,1,719
0890017K,0,87.2,24.9,1,0.9197860962566845,20,1,359
0110666P,0,99.9,33.5,1,1.0100671140939597,18,1,599
0010974D,107,89.6,30.4,1,1.0689655172413792,23,1,600
0601296H,0,91.6,28.5,1,0.9285714285714286,31,1,459
0360543V,0,95.7,33.3,1,1.3289473684210527,15,1,354
0380013H,0,81.4,24.0,1,1.0093457943925233,22,1,430
0110025T,0,114.4,33.8,1,1.1145374449339207,12,1,480
0623014P,55,98.9,34.0,1,0.8700980392156863,21,1,763
0772274D,0,100.5,31.0,1,0.9285714285714286,25,1,567
0310083X,82,93.2,33.5,1,0.8285714285714286,21,1,512
0300055X,0,104.8,32.0,1,1.041025641025641,28,1,796
0594533G,0,74.8,25.4,1,1.1341991341991342,16,1,493
0080954U,0,82.4,27.9,1,0.9225806451612903,14,1,298
0561330S,51,92.7,38.1,1,1.225,19,1,356
0922630J,0,126.9,34.1,1,0.7380952380952381,21,1,584
0951196J,0,75.0,23.4,1,0.9467084639498433,16,1,621
0950943J,58,71.7,21.4,1,0.9793388429752066,19,1,479
0301327E,0,97.5,33.5,1,1.168458781362007,22,1,605
0090056M,0,93.1,33.2,1,1.1263940520446096,27,1,572
0572187T,0,92.5,32.4,1,0.8385416666666666,23,1,353
0910859P,61,99.4,36.8,1,1.106628242074928,22,1,731
0050025A,62,105.1,32.8,1,0.9594594594594594,22,1,580
0301211D,93,95.7,34.2,1,1.025974025974026,18,1,624
0300036B,0,98.3,28.1,1,1.075268817204301,23,1,386
0330146E,0,98.1,37.7,1,1.0472727272727274,21,1,563
9720006Z,0,95.4,31.6,1,0.8225806451612904,28,1,226
0382114S,0,119.1,42.1,1,0.8919753086419753,16,1,613
9720412R,115,82.1,25.4,1,0.8898305084745762,24,1,446
0950893E,0,100.9,30.6,1,0.8708708708708709,21,1,623
0121273U,0,98.4,34.3,1,0.8861788617886179,26,1,464
0593252P,53,82.3,29.0,1,0.8689320388349514,20,1,385
0932333F,0,105.7,37.5,1,0.85,27,1,555
0541211Y,0,106.5,32.6,1,0.9464285714285714,19,1,545
0340051W,0,93.8,32.0,1,0.9365079365079365,19,1,488
0170063B,89,98.0,32.5,1,1.0025062656641603,20,1,799
0300031W,0,99.2,29.3,1,0.8531468531468531,21,1,530
0350969N,62,93.4,31.7,1,1.1018518518518519,16,1,454
0950037Z,0,91.8,27.9,1,1.1157407407407407,16,1,457
0271289E,56,83.7,26.6,1,1.1150793650793651,17,1,533
0771656G,61,100.0,32.3,1,0.9273927392739274,20,1,584
0300946R,0,121.8,36.4,1,0.9098712446351931,18,1,445
0780720J,0,114.8,35.5,1,0.9011976047904192,23,1,635
9720513A,68,80.6,24.9,1,0.8979591836734694,23,1,279
0671508A,0,77.7,26.8,1,0.9226006191950464,23,1,621
0594879H,0,81.2,28.6,1,0.8805031446540881,20,1,299
0941971G,58,99.8,34.2,1,0.8183962264150944,24,1,771
0010975E,0,105.4,31.3,1,0.8140161725067385,23,1,673
0100947A,0,86.5,33.1,1,0.8651685393258427,33,1,498
0240004Z,0,100.4,34.2,1,0.8961538461538462,16,1,493
0595170Z,0,98.8,32.6,1,0.9885714285714285,20,1,696
0941039U,0,86.8,28.4,1,0.868421052631579,18,1,426
0941411Y,52,101.3,36.4,1,0.9512893982808023,19,1,681
0911255V,63,116.7,34.4,1,0.8026666666666666,20,1,676
0920592U,0,88.6,30.5,1,1.0316901408450705,19,1,577
0620154F,0,87.9,28.9,1,0.9361022364217252,20,1,606
0311231V,0,97.5,42.5,1,0.8846153846153846,23,1,392
0622863A,40,97.7,32.3,1,1.1171875,24,1,542
0540047H,0,110.6,40.3,1,1.049645390070922,21,1,289
